Family,Subfamily,Tribe,Genus,Specific Epithet,Subgenus,Infraspecific Epithet,Scientific Name Authorship,Identification References,Sociality,Sociality Type,Sociality Multiple Types,Sociality Data Accuracy,Sociality References,Cleptoparasites Hosts,Cleptoparasites Hosts References,Buzzing Capacity,Buzzing Capacity Data Accuracy,Buzzing Capacity References,Nesting Position,Nesting Remarks,Nesting Method,Nesting Substrate,Nesting Agreggation,Nesting Data Accuracy,Nesting Artificial,Nesting Population Range,Nesting Population Average,Nesting Brood Cell Types,Nesting References,Intertegular Distance Average,Intertegular Distance Classes,Intertegular Distance Subclasses,Intertegular Distance Females,Intertegular Distance Males,Intertegular Distance Workers,Intertegular Distance References,Uses human made structures
Apidae,Apinae,Centridini,Centris,thelyopsis,Anisoctenodes,,"Vivallo & Melo, 2009","Vivallo, F. 2020. The species of the bee genus Centris of the “hyptidis group” revisited with the description of Centris (Anisoctenodes) new subgenus (Hymenoptera: Apidae: Centridini). European Journal of Taxonomy 709: 1-17. ",non-eusocial,solitary,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,subgenus,unable,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",3.46,medium (2.2-3.8),3.4-3.8,3.46,no information,no information,"Carneiro, Liedson Tavares, Camila Bárbara Danny Silva André, Adriana Takahasi, and Isabel Alves-dos-Santos. 2019. “Interactions between Oil-Collecting Bees and Krameria Grandiflora (Krameriaceae) with Emphasis on the Role of Specialized Floral Traits in the Mutual Fit”. Arthropod-Plant Interactions 13 (2): 213–26. https://doi.org/10.1007/s11829-019-09689-w.",no
Megachilidae,Megachilinae,Megachilini,Megachile,iheringi,,,"Schrottky, 1913","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",3.48,medium (2.2-3.8),3.4-3.8,3.48,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",yes
Apidae,Apinae,Epicharitini,Epicharis,obscura,Epicharitides,,"Friese, 1899","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,yes,species,"Sigrist, Maria Rosângela, and Marlies Sazima. 2015. “Phenology, Reproductive Biology and Diversity of Buzzing Bees of Sympatric Dichorisandra Species (Commelinaceae): Breeding System and Performance of Pollinators”. Plant Systematics and Evolution 301 (3): 1005–15. https://doi.org/10.1007/s00606-014-1131-8.",below ground,no information,excavate,soil,no information,species,unable,no information,no information,no information,"Laroca, S., D. T. Reynaud Dos Santos, and D. L. Schwartz Filho. 1993. “Observations on the Nesting Biology of Three Brazilian Centridine Bees: Melanocentris dorsata (Lepeletier 1841), Ptilotopus sponsa (Smith 1854) and Epicharitides obscura (Friese 1899) (Hymenoptera: Anthophoridae).” Tropical Zoology 6 (1): 153–63. https://doi.org/10.1080/03946975.1993.10539216.",3.5,medium (2.2-3.8),3.4-3.8,3.5,no information,no information,"Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Apidae,Apinae,Euglossini,Euglossa,mourei,Euglossa,,"Dressler, 1982","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,species,"Ferrari, Rafael R. 2019. “A Revision of Colletes Latreille (Hymenoptera: Colletidae: Colletinae) from Brazil, Paraguay and Uruguay”. Zootaxa 4606 (1). https://doi.org/10.11646/zootaxa.4606.1.1.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",above ground,no information,pre-existing cavities,wood; human-made structures,no,species,trap-nest,no information,no information,no information,"Ferrari, Rafael R. 2019. “A Revision of Colletes Latreille (Hymenoptera: Colletidae: Colletinae) from Brazil, Paraguay and Uruguay”. Zootaxa 4606 (1). https://doi.org/10.11646/zootaxa.4606.1.1.",3.5,medium (2.2-3.8),3.4-3.8,no information,3.5,no information,measured by Alexandre S. Barbosa and Antonio J.C. Aguiar,yes
Megachilidae,Megachilinae,Megachilini,Megachile,leucopogonites,Pseudocentron,,"Moure, 1944","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",3.5,medium (2.2-3.8),3.4-3.8,3.5,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",yes
Megachilidae,Megachilinae,Megachilini,Megachile,aureiventris,Leptorachis,,"Schrottky, 1902","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",3.51,medium (2.2-3.8),3.4-3.8,3.51,no information,no information,"Martins, G. F., and Serrão, J. E. 2004."" A comparative study of the ovaries in some Brazilian bees (Hymenoptera; Apoidea)."" Papéis Avulsos de Zoologia 44(3): 45-53. | Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",yes
Apidae,Apinae,Bombini,Bombus,bahiensis,Fervidobombus,,"Santos Júnior & Silveira, 2015","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",eusocial,truly eusocial,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,pre-existing cavities,soil,no,genus,no information,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",3.52,medium (2.2-3.8),3.4-3.8,3.52,no information,no information,measured by Paulo A. S. Pinheiro and Antonio J.C. Aguiar,no
Apidae,Apinae,Epicharitini,Epicharis,iheringi,Epicharitides,,"Friese, 1899","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,no information,genus,unable,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",3.53,medium (2.2-3.8),3.4-3.8,3.53,no information,no information,"Daniel de Paiva_personal database | Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Apidae,Apinae,Euglossini,Euglossa,orellana,Glossura,,"Roubik, 2004","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  semisocial;  primitively eusocial,genus,"Roubik, David W. 1992. Ecology and Natural History of Tropical Bees. Cambridge: Cambridge University Press | Dodson, C. H. “Ethology of Some Bees of the Tribe Euglossini (Hymenoptera: Apidae).” Journal of the Kansas Entomological Society 39, no. 4 (1966): 607–29. http://www.jstor.org/stable/25083566.",no information,no information,yes,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",no information,no information,no information,no information,no information,NA,no information,no information,no information,no information,no information,3.53,medium (2.2-3.8),3.4-3.8,no information,3.53,no information,"Brito, Thaline F., Colin C. Phifer, Jessie L. Knowlton, Cynthia M. Fiser, Nia M. Becker, Fernanda C. Barros, Felipe A. L. Contrera, et al. 2017. “Forest Reserves and Riparian Corridors Help Maintain Orchid Bee (Hymenoptera: Euglossini) Communities in Oil Palm Plantations in Brazil”. Apidologie 48 (5): 575–87. https://doi.org/10.1007/s13592-017-0500-z.",no information
Apidae,Apinae,Centridini,Centris,hyptidis,Anisoctenodes,,"Ducke, 1908","Vivallo, F. 2020. The species of the bee genus Centris of the “hyptidis group” revisited with the description of Centris (Anisoctenodes) new subgenus (Hymenoptera: Apidae: Centridini). European Journal of Taxonomy 709: 1-17. ",non-eusocial,solitary,,genus,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",no information,no information,yes,species,"Aguiar, Cândida M.L., Fernando C.V. Zanella, Celso F. Martins, and Carlos A.L. De Carvalho. 2003. “Plantas visitadas por Centris spp. (Hymenoptera: Apidae) na Caatinga para obtenção de recursos florais.” Neotropical Entomology 32 (2): 247–59. https://doi.org/10.1590/S1519-566X2003000200009.",below ground,no information,excavate,soil,no information,subgenus,unable,no information,no information,no information,"Michener, Charles Duncan. 2007. The Bees of the World. Baltimore: The Johns Hopkins University Press.",3.54,medium (2.2-3.8),3.4-3.8,3.54,no information,no information,"Carneiro, Liedson Tavares, Camila Bárbara Danny Silva André, Adriana Takahasi, and Isabel Alves-dos-Santos. 2019. “Interactions between Oil-Collecting Bees and Krameria Grandiflora (Krameriaceae) with Emphasis on the Role of Specialized Floral Traits in the Mutual Fit”. Arthropod-Plant Interactions 13 (2): 213–26. https://doi.org/10.1007/s11829-019-09689-w. | Raiol, Rafael Lobo, Markus Gastauer, Alistair John Campbell, Rafael Cabral Borges, Marcelo Awade, and Tereza Cristina Giannini. 2021. “Specialist Bee Species Are Larger and Less Phylogenetically Distinct Than Generalists in Tropical Plant–Bee Interaction Networks”. Frontiers in Ecology and Evolution 9 (July): 699649. https://doi.org/10.3389/fevo.2021.699649.",no
Megachilidae,Megachilinae,Megachilini,Megachile,ignava,Austromegachile,,"Mitchell, 1930","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,solitary,,genus,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",no information,no information,no information,no information,no information,above ground,no information,pre-existing cavities,wood; human-made structures,no,genus,trap-nest,no information,no information,no information,"Raw, Anthony. 2007. “An Annotated Catalogue of the Leafcutter and Mason Bees (Genus Megachile) of the Neotropics”. Zootaxa 1601 (1): 1–127. https://doi.org/10.11646/zootaxa.1601.1.1.",3.56,medium (2.2-3.8),3.4-3.8,3.56,no information,no information,"measured by Henrique P. Moleiro, Samara Santos, Kelli S. Ramos and Gabriela P. Camacho",yes
Apidae,Nomadinae,Nomadini,Thalestria,spinosa,,,"(Fabricius, 1804)","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,cleptoparasitic,,species,"Rightmyer, Molly G. 2008. “A Review of the Cleptoparasitic Bee Genus Triepeolus (Hymenoptera: Apidae).-Part I”. Zootaxa 1710 (1): 1. https://doi.org/10.11646/zootaxa.1710.1.1.",Oxaea austera,"Bertoni, Arnoldo de Winkelried. 1911. ""Contribucion a la Biología de las Avispas y Abejas del Paraguay (Hymenoptera)"". Anales del Museo Nacional de Buenos Aires 15: 97–146.",no,genus,"Friese, Heinrich. 1921. ""Nachtrag zur Bienenfauna von Costa Rica"". Stettiner Entomologische Zeitung 82: 73-98.",below ground,no information,excavate,soil,yes,species,unable,no information,no information,no information,"Bertoni, Arnoldo de Winkelried. 1911. ""Contribucion a la Biología de las Avispas y Abejas del Paraguay (Hymenoptera)"". Anales del Museo Nacional de Buenos Aires 15: 97–146. | Aranda, Rodrigo. 2017. “First Records and Distribution Extensions of Ericrocidine and Epeoline Bees (Apidae, Apinae and Nomadinae) in the Brazilian Pantanal”. Check List 13 (5): 591–96. https://doi.org/10.15560/13.5.591.",3.56,medium (2.2-3.8),3.4-3.8,3.56,no information,no information,"Borges, Rafael Cabral, Kleber Padovani, Vera Lucia Imperatriz-Fonseca, and Tereza Cristina Giannini. 2020. “A Dataset of Multi-Functional Ecological Traits of Brazilian Bees”. Scientific Data 7 (1): 120. https://doi.org/10.1038/s41597-020-0461-3.",no
Apidae,Apinae,Euglossini,Euglossa,ignita,Glossura,,"Smith, 1874","Moure, Jesus Santiago, Danuncia Urban, and Gabriel A. R. Melo. 2022. Catalogue of Bees (Hymenoptera, Apoidea) in the Neotropical Region. Sociedade Brasileira de Entomologia.",non-eusocial,diverse,solitary;  semisocial,species,"Dodson, C. H. “Ethology of Some Bees of the Tribe Euglossini (Hymenoptera: Apidae).” Journal of the Kansas Entomological Society 39, no. 4 (1966): 607–29. http://www.jstor.org/stable/25083566.",no information,no information,yes,species,"Renner, Susanne S. 1986. “Reproductive Biology of Bellucia (MELASTOMATACEAE).” Acta Amazonica 16: 197–218. https://doi.org/10.1590/1809-43921986161208.",above ground,no information,excavate,wood,no,species,no information,no information,no information,no information,"Dodson, C. H. “Ethology of Some Bees of the Tribe Euglossini (Hymenoptera: Apidae).” Journal of the Kansas Entomological Society 39, no. 4 (1966): 607–29. http://www.jstor.org/stable/25083566.",3.59,medium (2.2-3.8),3.4-3.8,no information,3.59,no information,"Ramírez, Santiago R., David W. Roubik, Charlotte Skov and Naomi E. Pierce. 2010. ""Phylogeny, diversification patterns and historical biogeography of euglossine orchid bees (Hymenoptera?: Apidae)"". Biological Journal of the Linnean Society 100, n. 3: 552–572. https://doi.org/10.1111/j.1095-8312.2010.01440.x | Brito, Thaline F., Colin C. Phifer, Jessie L. Knowlton, Cynthia M. Fiser, Nia M. Becker, Fernanda C. Barros, Felipe A. L. Contrera, et al. 2017. “Forest Reserves and Riparian Corridors Help Maintain Orchid Bee (Hymenoptera: Euglossini) Communities in Oil Palm Plantations in Brazil”. Apidologie 48 (5): 575–87. https://doi.org/10.1007/s13592-017-0500-z.",no
